Sales+Ops Demand Supply — Append1 (auto-computed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item Group,Item Code,Product Class,Original Forecast,Ops+Sales-Reviewed Forecast Committed,Ops Adjustment (vs Forecast),Actual Sales Demand,"Additional Demand (Punched, Not Committed)",Forecast Accuracy %,Opening Inventory,Actual Production,Stock Adjustment (Added),Stock Adjustment (Deducted),Total Available Inventory,Type (MTS/MTO),Actual Dispatch,Dispatch %,Closing Inventory,Green Level,Free Inventory (Above Green Level),Uncovered Shortfall,Dispatch Gap (Shippable from Stock),Shortfall on Additional Demand (Excluded from Ops),Demand Reduction Adjustment (Sales Pullback),Production-Driven Shortfall,Production Surplus,Excess Opening Stock (Above Demand+Safety),Excess Dispatched,Sales Insight Tag,Sales Narrative,Operations Insight Tag,Operations Narrative,Ops Capacity Gap Narrative,Surplus Production (₹),Excess Opening Stock Value (₹),Build Required,Production Counted,Production-Driven Shortfall (₹),Dispatch Gap (Shippable from Stock) (₹),Shortfall on Additional Demand (₹),Demand Reduction Adjustment (₹),Excess Dispatch Value (₹),Excess Dispatched from Op Stock,Excess Dispatch from Surplus Production,Excess Dispatch from Op Stock Value (₹),Excess Dispatch from Surplus Production Value (₹)
SSWD-12mm liner,WL M04 B01 62 TM,Regular,9900.0,9900.0,,9900.0,,100%,705.0,10000.0,,,10705.0,MTS,11000.0,111.1%,-295.0,7766.67,,,,,,,,,1100.0,Over-Delivered | Forecast Bullseye,"Dispatch 111% of committed (11,000 vs 9,900). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 1,100 units.",Stock-Out Risk,"Produced 10,000 units against committed 9,900 units. Closing -295 units. Green level 7,767 (-0.0x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,16961.67,10000.0,,,,,16368.0,,1100.0,,16368.0
SSWD-12mm liner,WL M04 B01 84 TM,Regular,4000.0,4000.0,,4000.0,,100%,7646.0,10100.0,,,17746.0,MTS,6000.0,150.0%,11746.0,6000.0,5746.0,,,,,,7746.0,,2000.0,Over-Delivered | Forecast Bullseye,"Dispatch 150% of committed (6,000 vs 4,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 2,000 units.",Excess Inventory,"Produced 10,100 units against committed 4,000 units. Excess build-up of 7,746 units — throttle production.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,64806.68,,2354.0,2354.0,,,,,29760.0,2000.0,,29760.0,
SS202-2-7mm,WL M04 B01 J0X CNH,Regular,,,,,,,4070.0,,,,4070.0,MTO,,,4070.0,,4070.0,,,,,,,4070.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,72649.5,,,,,,,,,,,
SS202-2,WL M04 B01 J2 AL,Regular,,,,,,,1900.0,,,,1900.0,MTO,,,1900.0,,1900.0,,,,,,,1900.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,19798.0,,,,,,,,,,,
SSWD-12mm liner,WL M04 B01 J2A (SS),Regular,66500.0,66500.0,,66500.0,,100%,55637.0,89650.0,,,145287.0,MTS,82200.0,123.6%,63087.0,59433.33,3653.67,,,,,,19353.67,,15700.0,Over-Delivered | Forecast Bullseye,"Dispatch 124% of committed (82,200 vs 66,500). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 15,700 units.",Production Surplus,"Produced 89,650 units against committed 66,500 units.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,132270.89,,70296.33,70296.33,,,,,233616.0,,15700.0,,233616.0
SSWD-12mm liner,WL M04 B01 J2A AL,Regular,2800.0,2800.0,,2800.0,,100%,422.0,3050.0,,,3472.0,MTO,3000.0,107.1%,472.0,,472.0,,,,,,672.0,,200.0,On Target | Forecast Bullseye,"Dispatch 107% of committed (3,000 vs 2,800). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 200 units.",Over-Production,"Produced 3,050 units against committed 2,800 units. Red flag — produced 672 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,4741.22,,2378.0,2378.0,,,,,2976.0,,200.0,,2976.0
,WL M04 B01 J2A OEM,Regular,,,,,,,6400.0,,,,6400.0,TBC,,,6400.0,,6400.0,,,,,,,6400.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,55559.68,,,,,,,,,,,
SSWD-12mm liner,WL M04 B01 J38,Regular,3400.0,3400.0,,3400.0,,100%,1138.0,,,,1138.0,MTO,300.0,8.8%,838.0,,838.0,3100.0,838.0,,,2262.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 9% of committed (300 vs 3,400). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 3,100 units.",Production Shortfall,"Produced 0 units against committed 3,400 units. Shortfall of 2,262 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,2262.0,,33658.56,12469.44,,,,,,,
SS202-2 TM,WL M04 B01 J3X (SS),Regular,700.0,700.0,,700.0,,100%,274.0,,,,274.0,MTO,,0.0%,274.0,,274.0,700.0,274.0,,,426.0,,,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 700). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 700 units.,Production Shortfall,Produced 0 units against committed 700 units. Shortfall of 426 units — expedite production or procure.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,426.0,,,,,,,,,,
SSWD-12mm liner,WL M04 B01 J42 (SS),Regular,5800.0,5800.0,,5800.0,,100%,19136.0,19950.0,,7000.0,32086.0,MTS,25500.0,439.7%,6586.0,10833.33,,,,,,,19950.0,2502.67,19700.0,Over-Delivered | Forecast Bullseye,"Dispatch 440% of committed (25,500 vs 5,800). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 19,700 units.",Below Safety | Excess Inventory,"Produced 19,950 units against committed 5,800 units. Closing 6,586 units. Green level 10,833 (0.6x cover) — ⚠ Safety breach — replenish urgently. Excess build-up of 19,950 units — throttle production.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,126093.98,15818.1,,,,,,,293136.0,13336.0,6364.0,198439.68,94696.32
SS202-1 TM,WL M04 B01 J45A (SS),Regular,3000.0,3000.0,,3000.0,,100%,3757.0,,,,3757.0,MTO,,0.0%,3757.0,,3757.0,3000.0,3000.0,,,,,757.0,,Short Delivery | Forecast Bullseye,"Dispatch 0% of committed (0 vs 3,000). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 3,000 units.",Healthy Stock,"Produced 0 units against committed 3,000 units.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,4884.1,,,,,,,,,,,
SSWD-12mm liner,WL M04 B01 J53,Regular,18300.0,18300.0,,18300.0,,100%,15661.0,29700.0,,,45361.0,MTS,29200.0,159.6%,16161.0,22800.0,,,,,,,4261.0,,10900.0,Over-Delivered | Forecast Bullseye,"Dispatch 160% of committed (29,200 vs 18,300). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 10,900 units.",Below Safety | Production Surplus,"Produced 29,700 units against committed 18,300 units. Closing 16,161 units. Green level 22,800 (0.7x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,29895.35,,25439.0,25439.0,,,,,162192.0,,10900.0,,162192.0
SSWD-12mm liner,WL M04 B01 J56 (SS),Regular,13800.0,13800.0,,13800.0,,100%,8384.0,14900.0,,,23284.0,MTS,16000.0,115.9%,7284.0,9716.67,,,,,,,,,2200.0,Over-Delivered | Forecast Bullseye,"Dispatch 116% of committed (16,000 vs 13,800). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 2,200 units.",Below Safety,"Produced 14,900 units against committed 13,800 units. Closing 7,284 units. Green level 9,717 (0.7x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,15132.67,14900.0,,,,,32736.0,,2200.0,,32736.0
SSWD-12mm liner,WL M04 B01 J58,Regular,19800.0,19800.0,,19800.0,,100%,6202.0,10000.0,,,16202.0,MTO,20000.0,101.0%,-3798.0,,,,,,,,,,200.0,On Target | Forecast Bullseye,"Dispatch 101% of committed (20,000 vs 19,800). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 200 units.",Production Shortfall,"Produced 10,000 units against committed 19,800 units. Shortfall of 3,598 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,13598.0,10000.0,,,,,2976.0,,200.0,,2976.0
SS202-2-WL TM,WL M04 B01 J60 TM,Regular,,,,,,,703.0,,,,703.0,MTO,,,703.0,,703.0,,,,,,,703.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,5420.26,,,,,,,,,,,
SSWD-12mm liner,WL M04 B01 J65A (SS),Regular,17900.0,17900.0,,17900.0,,100%,8329.0,10548.0,,,18877.0,MTS,26200.0,146.4%,-7323.0,16066.67,,,,,,,,,8300.0,Over-Delivered | Forecast Bullseye,"Dispatch 146% of committed (26,200 vs 17,900). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 8,300 units.",Stock-Out Risk,"Produced 10,548 units against committed 17,900 units. Closing -7,323 units. Green level 16,067 (-0.5x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,25637.67,10548.0,,,,,123504.0,,8300.0,,123504.0
SSWD-12mm liner,WL M04 B01 J72 (SS),Regular,33200.0,33200.0,,33200.0,,100%,16589.0,59850.0,,,76439.0,MTS,48500.0,146.1%,27939.0,35333.33,,,,,,,7905.67,,15300.0,Over-Delivered | Forecast Bullseye,"Dispatch 146% of committed (48,500 vs 33,200). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 15,300 units.",Below Safety | Production Surplus,"Produced 59,850 units against committed 33,200 units. Closing 27,939 units. Green level 35,333 (0.8x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,62492.08,,51944.33,51944.33,,,,,227664.0,,15300.0,,227664.0
SSWD-12mm liner,WL M04 B01 J75A (SS),Regular,6300.0,6300.0,,999999.0,993699.0,0%,14421.0,9950.0,,,24371.0,MTS,12000.0,1.2%,12371.0,7880.0,4491.0,987999.0,12371.0,975628.0,,,9950.0,,,Short Delivery | Forecast Drift (Major),"Dispatch 1% of committed (12,000 vs 999,999). MTS item — buffer stock + green level matters. 🚩 Major forecast uplift of 15773% — late demand surge. Action: recover shortfall of 987,999 units.",Production Shortfall | Production Surplus,"Produced 9,950 units against committed 999,999 units. Shortfall of 975,628 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,78265.51,,,,,184080.48,14517344.64,,,,,,
,WL M04 B01 J75A (TM),Regular,,,,,,,2099.0,,,,2099.0,TBC,,,2099.0,,2099.0,,,,,,,2099.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,52475.0,,,,,,,,,,,
SSWD-12mm liner,WL M04 B01 J77mm (SS),Regular,13200.0,13200.0,,2999997.0,2986797.0,0%,6148.0,20050.0,,,26198.0,MTS,13000.0,0.4%,13198.0,12166.67,1031.33,2986997.0,13198.0,2973799.0,,,831.33,,,Short Delivery | Forecast Drift (Major),"Dispatch 0% of committed (13,000 vs 2,999,997). MTS item — buffer stock + green level matters. 🚩 Major forecast uplift of 22627% — late demand surge. Action: recover shortfall of 2,986,997 units.",Production Shortfall | Production Surplus,"Produced 20,050 units against committed 2,999,997 units. Shortfall of 2,973,799 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,6775.57,,19218.67,19218.67,,196386.24,44250129.12,,,,,,
SSWD-12mm liner,WL M04 B01 J82 (SS),Regular,21500.0,21500.0,,21500.0,,100%,11875.0,59900.0,,,71775.0,MTS,37000.0,172.1%,34775.0,24666.67,10108.33,,,,,,25608.33,,15500.0,Over-Delivered | Forecast Bullseye,"Dispatch 172% of committed (37,000 vs 21,500). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 15,500 units.",Excess Inventory,"Produced 59,900 units against committed 21,500 units. Excess build-up of 25,608 units — throttle production.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,216066.22,,34291.67,34291.67,,,,,230640.0,,15500.0,,230640.0
SSWD-12mm liner,WL M04 B01 J95,Regular,,,,,,,1222.0,,,,1222.0,MTO,400.0,,822.0,,822.0,,,,,,,1222.0,400.0,Forecast Bullseye,Dispatch 400 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 400 units.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,10586.54,,,,,,,5952.0,400.0,,5952.0,
SSWD-16mm,WL M04 B03 J2 AL,Regular,,,,,,,1688.0,1688.0,,,3376.0,MTO,,,3376.0,,3376.0,,,,,,1688.0,1688.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,"Produced 1,688 units against committed 0 units. Red flag — produced 1,688 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,25790.01,25790.01,,,,,,,,,,,
SS202-2-WL 16,WL M04 B03 J2X AL,Regular,2200.0,2200.0,,2200.0,,100%,2750.0,,,,2750.0,MTO,,0.0%,2750.0,,2750.0,2200.0,2200.0,,,,,550.0,,Short Delivery | Forecast Bullseye,"Dispatch 0% of committed (0 vs 2,200). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 2,200 units.",Healthy Stock,"Produced 0 units against committed 2,200 units.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,5898.5,,,,,,,,,,,
SS202-2-WL 16,WL M04 B03 J3 AL,Regular,600.0,600.0,,600.0,,100%,6943.0,,,,6943.0,MTO,,0.0%,6943.0,,6943.0,600.0,600.0,,,,,6343.0,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 600). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 600 units.,Healthy Stock,Produced 0 units against committed 600 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,59925.68,,,,,,,,,,,
SS202-2-WL 16,WL M04 B03 J3X AL,Regular,,,,,,,1544.0,,,,1544.0,MTO,,,1544.0,,1544.0,,,,,,,1544.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,15744.14,,,,,,,,,,,
,WL M22 B01 16 CM,Regular,,,,,,,2.0,,,,2.0,TBC,,,2.0,,2.0,,,,,,,2.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,14.41,,,,,,,,,,,
Mini Clip,WM M01 B09 04 CI 355746,Regular,34200.0,34200.0,,34200.0,,100%,,,,10000.0,-10000.0,MTS,18800.0,55.0%,-28800.0,13200.0,,15400.0,,,,15400.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 55% of committed (18,800 vs 34,200). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 15,400 units.",Production Shortfall | Stock-Out Risk,"Produced 0 units against committed 34,200 units. Shortfall of 44,200 units — expedite production or procure. Closing -28,800 units. Green level 13,200 (-2.2x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,47400.0,,137214.0,,,,,,,,
Mini Clip,WMM01B0904WH,Regular,,,,,,,,,4000.0,4000.0,,TBC,4000.0,,-4000.0,,,,,,,,,,4000.0,Forecast Bullseye,"Dispatch 4,000 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 4,000 units.",Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,35640.0,,4000.0,,35640.0
Mini Clip,WMM01B0906WH,Regular,,,,,,,,,500.0,500.0,,TBC,500.0,,-500.0,,,,,,,,,,500.0,Forecast Bullseye,Dispatch 500 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 500 units.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,4455.0,,500.0,,4455.0
Mini Clip,WMM01B0908WH,Regular,,,,,,,,,,,,TBC,500.0,,-500.0,,,,,,,,,,500.0,Forecast Bullseye,Dispatch 500 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 500 units.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,4455.0,,500.0,,4455.0
MSWD,WN M11 B11 170A CAT,Regular,1000.0,1000.0,,1000.0,,100%,105.0,2215.0,,,2320.0,MTO,2390.0,239.0%,-70.0,,,,,,,,1320.0,,1390.0,Over-Delivered | Forecast Bullseye,"Dispatch 239% of committed (2,390 vs 1,000). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 1,390 units.",Over-Production,"Produced 2,215 units against committed 1,000 units. Red flag — produced 1,320 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,29406.58,,895.0,895.0,,,,,9146.2,,1390.0,,9146.2
MSWD,WN M11 B11 J0,Regular,1600.0,1600.0,,1600.0,,100%,8000.0,26400.0,1000.0,24000.0,11400.0,MTS,1000.0,62.5%,10400.0,18667.0,,600.0,600.0,,,,14133.0,,,Short Delivery | Forecast Bullseye,"Dispatch 62% of committed (1,000 vs 1,600). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 600 units.",Below Safety | Excess Inventory,"Produced 26,400 units against committed 1,600 units. Closing 10,400 units. Green level 18,667 (0.6x cover) — ⚠ Safety breach — replenish urgently. Excess build-up of 14,133 units — throttle production.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,34865.83,,12267.0,12267.0,,3948.0,,,,,,,
MSWD,WN M11 B11 J0 (09 MM),Regular,,,,,,,51000.0,,,,51000.0,MTS,14000.0,,37000.0,10333.0,26667.0,,,,,,,40667.0,14000.0,Forecast Bullseye,"Dispatch 14,000 units (no committed demand). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 14,000 units.",Healthy Stock,Produced 0 units against committed 0 units. Production and inventory in healthy state.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,68431.58,,,,,,,92120.0,14000.0,,92120.0,
